cntry,essround,hinctnta,gndr,gndr2,agea,eisced,domicil,edulvlb,pdwrk,hhmmb,health,happy,dscrrce,dscrgrp,mnactic
DE,10,7.0,2,1,64.0,3.0,4,321.0,0,2.0,2,9.0,0,2,6.0
DE,10,3.0,2,2,20.0,4.0,3,313.0,0,2.0,1,8.0,0,2,2.0
DE,10,9.0,2,1,67.0,7.0,2,720.0,0,2.0,2,9.0,0,2,6.0
DE,10,4.0,1,2,,3.0,4,322.0,0,2.0,2,10.0,0,2,6.0
DE,10,7.0,1,2,53.0,3.0,4,322.0,1,2.0,3,10.0,0,2,1.0
DE,10,3.0,2,1,70.0,5.0,3,520.0,0,2.0,3,8.0,0,2,6.0
DE,10,7.0,2,1,40.0,3.0,2,322.0,1,3.0,2,7.0,0,2,1.0
DE,10,4.0,2,1,72.0,3.0,3,322.0,0,2.0,5,5.0,0,2,6.0
DE,10,3.0,2,6,62.0,5.0,3,423.0,1,1.0,4,5.0,0,2,1.0
DE,10,7.0,1,2,63.0,5.0,4,520.0,1,4.0,3,7.0,0,1,1.0
DE,10,4.0,2,6,29.0,7.0,1,720.0,1,1.0,2,5.0,0,2,1.0
DE,10,8.0,2,1,40.0,3.0,4,322.0,1,2.0,2,10.0,0,2,1.0
DE,10,5.0,2,6,52.0,3.0,4,322.0,1,1.0,2,8.0,0,2,1.0
DE,10,4.0,1,6,46.0,3.0,1,322.0,1,1.0,3,5.0,0,2,1.0
DE,10,9.0,1,2,38.0,7.0,1,720.0,1,5.0,1,8.0,0,1,1.0
DE,10,9.0,2,1,36.0,7.0,1,720.0,1,2.0,2,8.0,0,2,1.0
DE,10,6.0,2,1,28.0,5.0,4,423.0,1,3.0,1,7.0,0,2,8.0
DE,10,6.0,2,1,18.0,4.0,4,313.0,0,4.0,2,7.0,0,2,2.0
DE,10,8.0,1,1,26.0,6.0,1,620.0,1,4.0,2,7.0,0,2,1.0
DE,10,3.0,2,1,51.0,5.0,2,520.0,0,2.0,3,8.0,0,2,9.0
DE,10,8.0,1,2,73.0,6.0,2,610.0,1,2.0,2,10.0,0,2,6.0
DE,10,2.0,2,6,,7.0,3,720.0,0,1.0,3,7.0,0,2,6.0
DE,10,7.0,1,2,43.0,3.0,3,322.0,1,5.0,4,8.0,0,2,1.0
DE,10,4.0,1,2,68.0,3.0,4,321.0,0,2.0,4,8.0,0,2,6.0
DE,10,2.0,2,6,61.0,3.0,3,322.0,1,1.0,2,4.0,0,2,1.0
DE,10,8.0,1,6,34.0,7.0,3,800.0,1,1.0,4,8.0,0,2,1.0
DE,10,3.0,2,6,55.0,3.0,4,322.0,1,1.0,2,6.0,0,2,1.0
DE,10,8.0,1,2,63.0,3.0,4,322.0,1,2.0,2,10.0,0,2,1.0
DE,10,6.0,1,2,28.0,7.0,3,720.0,1,2.0,1,9.0,0,2,1.0
DE,10,7.0,2,9,37.0,6.0,3,610.0,0,4.0,1,8.0,0,2,8.0
DE,10,10.0,1,1,17.0,4.0,4,312.0,1,4.0,1,4.0,0,2,1.0
DE,10,10.0,2,1,34.0,7.0,4,720.0,1,3.0,2,10.0,0,2,1.0
DE,10,1.0,2,9,68.0,3.0,4,321.0,0,2.0,3,9.0,0,1,6.0
DE,10,3.0,1,2,73.0,5.0,1,520.0,0,2.0,3,8.0,0,2,6.0
DE,10,2.0,2,6,56.0,3.0,3,321.0,1,1.0,2,10.0,0,2,1.0
DE,10,9.0,2,1,45.0,3.0,5,322.0,0,4.0,3,5.0,0,2,8.0
DE,10,10.0,2,1,22.0,5.0,4,423.0,1,3.0,2,8.0,0,2,1.0
DE,10,8.0,2,2,47.0,3.0,4,322.0,1,4.0,2,7.0,0,2,1.0
DE,10,1.0,1,2,81.0,3.0,2,322.0,0,2.0,3,8.0,0,2,6.0
DE,10,8.0,2,1,81.0,7.0,3,720.0,0,2.0,4,4.0,0,2,5.0
DE,10,4.0,1,2,71.0,3.0,3,322.0,0,3.0,2,9.0,0,2,6.0
DE,10,10.0,1,2,62.0,7.0,1,720.0,1,2.0,2,10.0,0,2,1.0
DE,10,6.0,2,1,75.0,3.0,3,322.0,0,4.0,4,10.0,0,2,6.0
DE,10,9.0,2,1,28.0,5.0,3,423.0,1,2.0,1,7.0,0,2,1.0
DE,10,10.0,1,2,49.0,7.0,3,720.0,1,4.0,3,9.0,0,2,1.0
DE,10,5.0,1,1,43.0,3.0,3,322.0,1,2.0,2,9.0,0,2,1.0
DE,10,9.0,1,2,67.0,7.0,4,720.0,0,3.0,2,8.0,0,2,6.0
DE,10,5.0,1,2,78.0,3.0,4,322.0,0,2.0,3,7.0,0,2,6.0
DE,10,10.0,2,1,28.0,7.0,5,720.0,1,3.0,2,10.0,0,2,1.0
DE,10,5.0,2,1,53.0,7.0,5,720.0,1,4.0,2,1.0,0,2,1.0
DE,10,2.0,1,6,37.0,6.0,4,610.0,1,1.0,3,4.0,0,1,1.0
DE,10,3.0,1,6,,3.0,3,322.0,1,1.0,1,4.0,0,2,1.0
DE,10,8.0,2,1,37.0,3.0,3,322.0,1,4.0,2,4.0,0,2,1.0
DE,10,6.0,1,2,45.0,5.0,3,422.0,1,4.0,3,6.0,0,2,1.0
DE,10,8.0,1,2,41.0,7.0,4,720.0,1,4.0,3,7.0,0,2,1.0
DE,10,3.0,2,2,21.0,2.0,4,213.0,1,3.0,3,3.0,0,2,1.0
DE,10,4.0,1,1,81.0,3.0,2,322.0,0,3.0,3,5.0,0,2,6.0
DE,10,9.0,1,9,42.0,6.0,2,610.0,1,3.0,2,8.0,0,2,1.0
DE,10,8.0,1,2,80.0,7.0,4,720.0,0,2.0,3,7.0,0,2,6.0
DE,10,3.0,1,2,45.0,3.0,4,322.0,1,4.0,3,9.0,0,2,1.0
DE,10,9.0,1,2,32.0,6.0,4,620.0,1,4.0,2,4.0,0,2,1.0
DE,10,6.0,1,9,84.0,5.0,2,520.0,0,2.0,2,9.0,0,2,6.0
DE,10,7.0,1,2,50.0,3.0,3,322.0,1,5.0,2,9.0,0,2,1.0
DE,10,8.0,1,2,49.0,3.0,4,322.0,1,3.0,3,8.0,0,2,1.0
DE,10,2.0,2,1,25.0,4.0,3,313.0,0,4.0,2,6.0,0,2,8.0
DE,10,5.0,2,1,29.0,5.0,3,422.0,1,2.0,2,5.0,0,1,1.0
DE,10,8.0,2,9,54.0,7.0,4,720.0,1,5.0,2,2.0,0,2,1.0
DE,10,10.0,1,2,43.0,7.0,5,800.0,1,5.0,2,7.0,0,2,1.0
DE,10,4.0,1,2,51.0,5.0,3,520.0,1,3.0,3,2.0,0,2,1.0
DE,10,4.0,2,1,23.0,4.0,4,313.0,0,2.0,2,9.0,0,2,2.0
DE,10,8.0,2,1,72.0,3.0,3,322.0,0,2.0,2,8.0,0,9,6.0
DE,10,9.0,2,1,26.0,6.0,1,620.0,1,2.0,1,9.0,0,2,1.0
DE,10,3.0,1,2,67.0,3.0,4,322.0,0,2.0,3,5.0,0,2,6.0
DE,10,7.0,2,2,19.0,4.0,3,313.0,0,4.0,3,6.0,0,1,2.0
DE,10,3.0,2,1,74.0,3.0,3,321.0,0,2.0,3,5.0,0,2,6.0
DE,10,9.0,1,2,49.0,5.0,3,422.0,1,2.0,3,9.0,0,2,1.0
DE,10,10.0,2,1,43.0,7.0,1,720.0,1,4.0,3,7.0,0,2,1.0
DE,10,9.0,1,2,57.0,7.0,4,720.0,1,3.0,2,8.0,0,2,1.0
DE,10,8.0,2,1,30.0,7.0,4,720.0,1,2.0,2,4.0,0,2,1.0
DE,10,7.0,1,2,75.0,7.0,4,720.0,0,2.0,5,7.0,0,2,6.0
DE,10,6.0,2,1,20.0,2.0,4,213.0,1,2.0,3,9.0,0,2,1.0
DE,10,7.0,2,1,57.0,4.0,3,313.0,0,2.0,3,5.0,1,1,6.0
DE,10,9.0,1,2,48.0,7.0,2,720.0,1,4.0,2,4.0,0,2,1.0
DE,10,2.0,1,6,25.0,6.0,3,610.0,0,1.0,3,2.0,0,2,2.0
DE,10,3.0,2,6,90.0,3.0,1,321.0,0,1.0,2,9.0,0,1,6.0
DE,10,4.0,2,1,18.0,2.0,3,213.0,0,3.0,2,9.0,0,2,2.0
DE,10,9.0,1,2,40.0,7.0,1,720.0,1,6.0,2,7.0,0,9,1.0
DE,10,9.0,2,2,42.0,7.0,4,720.0,1,3.0,2,8.0,0,2,1.0
DE,10,5.0,2,2,18.0,3.0,4,322.0,0,3.0,3,5.0,0,2,2.0
DE,10,7.0,2,1,41.0,3.0,4,321.0,1,2.0,2,9.0,0,2,1.0
DE,10,6.0,2,1,28.0,5.0,4,423.0,1,2.0,3,7.0,0,2,1.0
DE,10,10.0,1,1,43.0,6.0,1,610.0,1,3.0,3,7.0,0,2,1.0
DE,10,3.0,2,1,67.0,3.0,4,322.0,0,2.0,3,5.0,0,2,6.0
DE,10,8.0,2,1,40.0,7.0,3,720.0,1,4.0,2,8.0,0,2,1.0
DE,10,2.0,2,2,25.0,3.0,4,322.0,0,3.0,3,2.0,0,2,9.0
DE,10,10.0,2,1,50.0,7.0,4,720.0,0,6.0,3,9.0,0,2,8.0
DE,10,10.0,1,1,59.0,5.0,4,520.0,1,5.0,2,9.0,0,2,1.0
DE,10,1.0,2,1,67.0,2.0,4,212.0,0,2.0,3,6.0,0,2,6.0
DE,10,6.0,2,1,22.0,3.0,4,322.0,0,3.0,2,8.0,0,2,8.0
DE,10,6.0,2,2,34.0,5.0,3,422.0,1,3.0,2,8.0,0,2,1.0
DE,10,7.0,1,9,43.0,5.0,3,520.0,1,3.0,1,8.0,0,2,1.0
DE,10,9.0,1,6,30.0,7.0,1,720.0,1,1.0,1,8.0,0,2,1.0
DE,10,9.0,2,1,56.0,3.0,4,322.0,1,2.0,2,9.0,0,1,1.0
DE,10,5.0,2,1,65.0,5.0,4,520.0,0,2.0,4,4.0,0,9,5.0
DE,10,4.0,2,1,64.0,3.0,3,322.0,0,2.0,1,4.0,0,2,6.0
DE,10,2.0,2,1,33.0,3.0,1,322.0,0,2.0,2,8.0,1,1,2.0
DE,10,2.0,2,6,47.0,3.0,4,322.0,1,1.0,2,9.0,0,2,1.0
DE,10,6.0,1,2,26.0,6.0,2,620.0,1,2.0,2,7.0,0,2,1.0
DE,10,8.0,1,2,66.0,3.0,1,322.0,0,2.0,4,10.0,0,2,6.0
DE,10,8.0,2,1,28.0,5.0,4,422.0,1,3.0,2,6.0,0,2,1.0
DE,10,7.0,1,2,55.0,7.0,4,720.0,1,3.0,2,8.0,0,2,1.0
DE,10,3.0,2,6,21.0,3.0,4,321.0,1,1.0,3,3.0,0,1,1.0
DE,10,7.0,1,2,69.0,3.0,1,322.0,1,2.0,4,10.0,0,2,1.0
DE,10,3.0,2,6,25.0,6.0,3,620.0,1,1.0,2,8.0,0,2,1.0
DE,10,10.0,1,2,46.0,6.0,3,610.0,1,4.0,2,8.0,0,2,1.0
DE,10,8.0,2,1,30.0,7.0,2,720.0,1,2.0,2,9.0,0,2,1.0
DE,10,4.0,1,6,22.0,4.0,2,313.0,1,1.0,1,8.0,0,2,1.0
DE,10,4.0,2,6,44.0,3.0,3,322.0,1,1.0,4,5.0,0,2,1.0
DE,10,10.0,2,1,39.0,7.0,2,720.0,1,4.0,1,3.0,0,1,1.0
DE,10,9.0,2,1,55.0,5.0,2,520.0,1,3.0,2,8.0,0,2,1.0
DE,10,8.0,1,2,81.0,7.0,2,800.0,0,2.0,2,8.0,0,2,6.0
DE,10,5.0,2,1,36.0,4.0,4,312.0,1,6.0,3,9.0,0,2,8.0
DE,10,10.0,1,2,58.0,5.0,3,520.0,1,2.0,2,9.0,0,2,1.0
DE,10,5.0,1,2,27.0,5.0,4,422.0,1,2.0,2,6.0,0,2,1.0
DE,10,3.0,2,1,68.0,3.0,2,322.0,0,3.0,3,8.0,0,2,8.0
DE,10,4.0,1,2,62.0,3.0,1,322.0,1,2.0,3,8.0,0,2,5.0
DE,10,6.0,1,6,47.0,3.0,4,321.0,1,1.0,3,3.0,0,2,1.0
DE,10,7.0,2,1,59.0,6.0,4,620.0,1,2.0,1,9.0,0,1,1.0
DE,10,5.0,2,1,62.0,3.0,1,322.0,0,2.0,3,8.0,0,2,6.0
DE,10,10.0,1,2,59.0,4.0,2,313.0,1,2.0,2,8.0,0,2,1.0
DE,10,6.0,2,1,64.0,5.0,3,423.0,1,2.0,4,7.0,0,2,6.0
DE,10,4.0,2,1,65.0,6.0,3,610.0,0,2.0,4,7.0,0,2,6.0
DE,10,6.0,2,2,41.0,6.0,1,610.0,1,2.0,1,8.0,0,2,1.0
DE,10,6.0,2,1,57.0,3.0,3,322.0,0,2.0,3,7.0,0,2,8.0
DE,10,10.0,2,1,58.0,3.0,3,321.0,1,2.0,2,9.0,0,2,1.0
DE,10,6.0,1,2,53.0,5.0,4,520.0,1,5.0,2,8.0,0,2,1.0
DE,10,10.0,1,2,21.0,4.0,4,313.0,0,2.0,2,8.0,0,2,9.0
DE,10,5.0,2,1,41.0,3.0,4,321.0,0,4.0,2,7.0,0,1,8.0
DE,10,5.0,1,2,36.0,7.0,5,720.0,1,4.0,3,5.0,0,2,1.0
DE,10,9.0,2,1,37.0,7.0,4,720.0,1,4.0,3,8.0,0,2,1.0
DE,10,8.0,2,1,59.0,3.0,1,322.0,1,2.0,3,6.0,0,2,6.0
DE,10,8.0,1,2,28.0,7.0,4,710.0,1,2.0,1,9.0,0,2,1.0
DE,10,8.0,1,1,20.0,2.0,4,212.0,0,4.0,1,3.0,0,2,2.0
DE,10,6.0,1,2,58.0,3.0,1,322.0,1,2.0,3,7.0,0,2,1.0
DE,10,7.0,2,1,59.0,3.0,2,321.0,1,3.0,4,8.0,0,2,1.0
DE,10,7.0,2,1,32.0,55.0,1,5555.0,1,3.0,2,7.0,1,1,1.0
DE,10,5.0,1,2,67.0,3.0,4,322.0,0,2.0,2,8.0,0,2,6.0
DE,10,6.0,2,6,52.0,5.0,3,520.0,1,1.0,2,8.0,0,1,1.0
DE,10,9.0,1,2,64.0,5.0,4,520.0,1,2.0,2,8.0,0,2,1.0
DE,10,4.0,2,6,41.0,7.0,4,720.0,0,1.0,3,7.0,0,2,3.0
DE,10,1.0,2,1,70.0,6.0,4,620.0,0,2.0,2,8.0,0,1,6.0
DE,10,7.0,2,1,,3.0,3,322.0,0,2.0,2,8.0,0,2,6.0
DE,10,4.0,1,2,75.0,3.0,4,322.0,0,2.0,3,10.0,0,2,6.0
DE,10,8.0,1,2,49.0,5.0,3,423.0,1,4.0,1,10.0,0,2,1.0
DE,10,6.0,2,1,57.0,7.0,4,710.0,0,2.0,4,2.0,0,2,5.0
DE,10,8.0,1,2,35.0,7.0,2,720.0,1,3.0,1,10.0,0,1,
DE,10,10.0,1,2,23.0,3.0,1,322.0,1,3.0,1,7.0,0,2,1.0
DE,10,6.0,1,6,31.0,5.0,2,423.0,1,1.0,1,7.0,0,1,1.0
DE,10,6.0,1,2,49.0,3.0,4,322.0,1,3.0,2,4.0,0,2,1.0
DE,10,1.0,2,6,30.0,6.0,1,620.0,0,1.0,2,5.0,1,1,4.0
DE,10,3.0,1,2,64.0,3.0,4,322.0,0,3.0,2,7.0,0,2,6.0
DE,10,4.0,2,6,86.0,3.0,3,322.0,0,1.0,4,6.0,0,2,6.0
DE,10,3.0,2,6,68.0,3.0,2,321.0,0,1.0,3,8.0,0,2,6.0
DE,10,5.0,1,2,60.0,3.0,4,322.0,1,2.0,4,6.0,0,2,1.0
DE,10,9.0,2,1,47.0,7.0,1,720.0,1,2.0,3,7.0,0,1,1.0
DE,10,7.0,1,2,41.0,5.0,9,520.0,1,5.0,2,8.0,0,1,1.0
DE,10,1.0,1,2,21.0,4.0,1,313.0,0,3.0,2,7.0,0,2,2.0
DE,10,7.0,2,6,83.0,7.0,3,720.0,0,1.0,2,8.0,0,2,6.0
DE,10,10.0,1,2,32.0,6.0,3,610.0,1,2.0,2,10.0,0,2,1.0
DE,10,7.0,1,2,75.0,7.0,4,710.0,0,2.0,3,10.0,0,2,6.0
DE,10,8.0,1,2,67.0,3.0,2,322.0,0,2.0,3,6.0,0,2,6.0
DE,10,5.0,2,2,26.0,3.0,3,322.0,1,2.0,2,8.0,0,1,1.0
DE,10,9.0,2,1,42.0,7.0,2,720.0,1,4.0,2,3.0,0,2,1.0
DE,10,7.0,1,1,22.0,4.0,2,313.0,0,5.0,1,8.0,0,2,2.0
DE,10,8.0,2,1,24.0,6.0,1,610.0,1,2.0,1,10.0,0,2,1.0
DE,10,1.0,1,2,28.0,2.0,1,212.0,0,2.0,2,10.0,0,2,8.0
DE,10,5.0,1,2,71.0,5.0,3,520.0,0,2.0,4,3.0,0,2,6.0
DE,10,8.0,2,1,49.0,7.0,2,720.0,1,5.0,2,8.0,0,2,1.0
DE,10,1.0,2,6,59.0,3.0,1,322.0,1,1.0,3,5.0,0,2,1.0
DE,10,7.0,1,2,56.0,5.0,4,423.0,1,3.0,3,3.0,0,2,1.0
DE,10,10.0,1,2,24.0,5.0,4,520.0,0,3.0,2,5.0,0,2,9.0
DE,10,6.0,2,1,39.0,5.0,2,422.0,1,4.0,3,7.0,0,2,8.0
DE,10,7.0,2,1,22.0,4.0,4,313.0,0,4.0,1,8.0,0,1,2.0
DE,10,7.0,1,2,34.0,7.0,3,720.0,1,2.0,2,8.0,0,2,1.0
DE,10,2.0,1,2,26.0,4.0,3,313.0,0,2.0,2,4.0,0,2,9.0
DE,10,9.0,2,1,46.0,3.0,3,322.0,1,3.0,2,5.0,0,2,1.0
DE,10,10.0,2,1,19.0,4.0,4,313.0,1,4.0,2,7.0,0,2,2.0
DE,10,6.0,1,2,20.0,4.0,3,312.0,0,3.0,1,8.0,0,2,2.0
DE,10,2.0,2,1,25.0,5.0,1,422.0,0,2.0,2,8.0,0,1,9.0
DE,10,5.0,2,6,85.0,3.0,3,321.0,0,1.0,2,10.0,0,2,
DE,10,4.0,2,1,17.0,1.0,4,113.0,0,6.0,2,2.0,0,2,2.0
DE,10,8.0,2,1,65.0,6.0,3,620.0,0,2.0,3,7.0,0,2,6.0
DE,10,3.0,2,1,57.0,5.0,3,520.0,1,2.0,2,8.0,0,2,1.0
DE,10,9.0,1,1,20.0,3.0,2,322.0,1,4.0,2,10.0,0,2,1.0
DE,10,6.0,1,2,58.0,3.0,4,322.0,1,2.0,4,3.0,0,2,1.0
DE,10,4.0,2,6,69.0,6.0,1,620.0,1,1.0,2,7.0,0,2,1.0
DE,10,5.0,1,6,55.0,5.0,3,520.0,1,1.0,2,8.0,0,2,1.0
DE,10,9.0,2,1,45.0,7.0,3,710.0,1,3.0,2,8.0,0,2,1.0
DE,10,3.0,2,6,27.0,6.0,1,610.0,1,1.0,2,8.0,0,2,1.0
DE,10,10.0,1,6,50.0,6.0,3,610.0,1,1.0,2,7.0,0,2,1.0
DE,10,1.0,2,6,53.0,3.0,3,322.0,1,1.0,2,3.0,0,2,1.0
DE,10,3.0,2,6,65.0,3.0,4,322.0,0,1.0,2,4.0,0,2,6.0
DE,10,6.0,1,6,62.0,3.0,3,322.0,1,1.0,4,8.0,0,2,1.0
DE,10,8.0,2,1,26.0,6.0,1,620.0,0,2.0,1,9.0,0,2,2.0
DE,10,9.0,2,1,51.0,5.0,3,423.0,1,2.0,2,10.0,0,2,1.0
DE,10,2.0,2,6,65.0,5.0,4,422.0,0,1.0,3,8.0,0,2,6.0
DE,10,5.0,2,1,24.0,4.0,1,313.0,1,2.0,1,8.0,0,2,1.0
DE,10,5.0,1,2,47.0,3.0,2,321.0,1,5.0,3,3.0,0,1,1.0
DE,10,8.0,2,1,74.0,3.0,4,322.0,0,2.0,3,8.0,0,2,6.0
DE,10,5.0,1,2,56.0,3.0,4,322.0,1,2.0,9,5.0,0,9,1.0
DE,10,3.0,1,2,57.0,1.0,3,113.0,1,2.0,2,2.0,0,2,1.0
DE,10,9.0,2,1,45.0,6.0,2,610.0,1,2.0,2,8.0,0,2,1.0
DE,10,6.0,1,1,17.0,3.0,4,322.0,0,3.0,2,7.0,0,2,2.0
DE,10,9.0,1,2,55.0,5.0,2,520.0,0,4.0,2,7.0,0,2,3.0
DE,10,6.0,1,1,64.0,3.0,2,322.0,1,3.0,3,8.0,0,2,1.0
DE,10,10.0,1,2,47.0,5.0,4,422.0,1,4.0,2,3.0,0,2,1.0
DE,10,6.0,1,2,69.0,5.0,2,520.0,0,2.0,2,3.0,0,2,6.0
DE,10,8.0,1,2,56.0,7.0,3,710.0,1,2.0,2,5.0,0,2,1.0
DE,10,5.0,2,6,56.0,5.0,3,423.0,1,1.0,2,5.0,0,2,1.0
DE,10,5.0,2,6,56.0,6.0,3,610.0,1,1.0,2,8.0,0,2,1.0
DE,10,6.0,1,2,42.0,5.0,1,520.0,1,4.0,2,7.0,0,2,1.0
DE,10,5.0,1,2,22.0,3.0,3,322.0,1,2.0,1,9.0,0,2,1.0
DE,10,7.0,2,1,38.0,5.0,4,423.0,1,4.0,1,8.0,0,2,1.0
DE,10,7.0,1,2,69.0,5.0,4,520.0,0,3.0,2,8.0,0,2,6.0
DE,10,5.0,1,2,52.0,3.0,4,322.0,1,3.0,3,10.0,0,2,1.0
DE,10,9.0,1,2,33.0,7.0,4,710.0,1,4.0,1,8.0,0,2,1.0
DE,10,10.0,1,2,66.0,7.0,3,720.0,0,2.0,3,9.0,0,2,6.0
DE,10,7.0,1,2,34.0,5.0,4,422.0,1,4.0,1,10.0,0,1,1.0
DE,10,4.0,2,1,19.0,4.0,1,313.0,1,4.0,3,5.0,0,1,1.0
DE,10,6.0,1,6,60.0,6.0,1,610.0,0,1.0,3,6.0,0,2,9.0
DE,10,8.0,2,1,50.0,7.0,1,720.0,1,3.0,1,9.0,0,2,1.0
DE,10,10.0,2,1,75.0,3.0,4,321.0,0,2.0,2,10.0,0,2,6.0
DE,10,9.0,2,1,57.0,5.0,3,422.0,1,2.0,3,6.0,0,2,8.0
DE,10,4.0,2,1,68.0,3.0,4,322.0,0,2.0,3,8.0,0,2,6.0
DE,10,9.0,1,1,18.0,2.0,2,213.0,0,4.0,1,8.0,0,2,2.0
DE,10,8.0,2,6,72.0,7.0,2,720.0,0,1.0,2,10.0,0,2,6.0
DE,10,5.0,1,6,90.0,3.0,1,322.0,0,1.0,4,8.0,0,1,6.0
DE,10,3.0,1,6,69.0,3.0,4,322.0,0,1.0,4,5.0,0,2,6.0
DE,10,9.0,1,6,57.0,5.0,1,520.0,1,1.0,1,8.0,0,2,1.0
DE,10,4.0,1,6,42.0,3.0,1,322.0,1,1.0,3,4.0,0,2,1.0
DE,10,8.0,1,2,40.0,7.0,3,720.0,1,3.0,3,8.0,0,2,1.0
DE,10,3.0,1,6,76.0,5.0,3,520.0,0,1.0,3,8.0,0,9,6.0
DE,10,3.0,1,6,42.0,3.0,4,322.0,1,1.0,2,9.0,0,2,1.0
DE,10,4.0,2,1,27.0,4.0,2,313.0,1,4.0,4,5.0,1,1,2.0
DE,10,4.0,2,2,55.0,5.0,4,520.0,1,2.0,2,6.0,0,2,1.0
DE,10,4.0,1,2,73.0,3.0,3,322.0,0,2.0,2,10.0,0,2,6.0
DE,10,1.0,2,6,25.0,6.0,2,620.0,0,1.0,2,9.0,0,2,9.0
DE,10,8.0,2,2,19.0,4.0,4,313.0,0,5.0,2,7.0,1,1,2.0
DE,10,1.0,2,2,24.0,3.0,3,321.0,0,2.0,1,7.0,0,2,2.0
DE,10,10.0,1,2,63.0,3.0,4,322.0,1,3.0,3,9.0,0,2,1.0
DE,10,6.0,2,1,50.0,3.0,4,322.0,1,4.0,3,6.0,0,2,1.0
DE,10,6.0,1,6,51.0,7.0,5,720.0,1,1.0,2,9.0,0,2,1.0
DE,10,7.0,2,1,25.0,5.0,3,423.0,0,2.0,2,9.0,0,2,9.0
DE,10,2.0,2,1,82.0,3.0,3,321.0,0,2.0,3,10.0,0,2,6.0
DE,10,8.0,2,1,68.0,3.0,4,322.0,0,3.0,3,10.0,0,2,6.0
DE,10,4.0,2,1,74.0,2.0,4,229.0,0,2.0,2,8.0,0,2,6.0
DE,10,9.0,1,2,64.0,7.0,4,710.0,1,2.0,2,3.0,0,2,1.0
DE,10,7.0,1,2,32.0,6.0,1,610.0,1,2.0,2,8.0,0,2,1.0
DE,10,6.0,2,1,67.0,3.0,4,322.0,0,2.0,2,7.0,0,2,6.0
DE,10,7.0,1,2,34.0,5.0,4,422.0,1,4.0,3,8.0,0,2,1.0
DE,10,4.0,2,1,68.0,5.0,2,520.0,0,2.0,2,8.0,0,2,6.0
DE,10,5.0,2,1,56.0,3.0,4,322.0,1,2.0,3,9.0,0,2,1.0
DE,10,2.0,1,6,58.0,7.0,5,720.0,1,1.0,3,8.0,0,2,8.0
DE,10,1.0,2,6,24.0,6.0,1,610.0,1,1.0,3,4.0,0,2,1.0
DE,10,9.0,1,2,35.0,7.0,1,710.0,1,2.0,2,7.0,0,1,1.0
DE,10,2.0,2,1,54.0,4.0,9,312.0,1,3.0,2,5.0,0,2,1.0
DE,10,10.0,1,2,39.0,7.0,2,720.0,1,4.0,2,7.0,0,2,1.0
DE,10,2.0,2,6,60.0,3.0,2,322.0,1,1.0,4,4.0,0,2,1.0
DE,10,6.0,2,6,63.0,3.0,4,322.0,1,1.0,1,8.0,0,2,1.0
DE,10,3.0,2,2,66.0,3.0,2,321.0,0,2.0,3,2.0,0,2,
DE,10,5.0,2,1,17.0,2.0,1,213.0,0,3.0,3,5.0,0,2,9.0
DE,10,3.0,2,1,63.0,3.0,4,321.0,0,2.0,2,8.0,0,2,8.0
DE,10,10.0,2,1,28.0,6.0,3,610.0,1,2.0,2,6.0,0,2,1.0
DE,10,2.0,1,2,75.0,1.0,3,113.0,0,3.0,3,4.0,1,1,9.0
DE,10,3.0,1,2,87.0,3.0,4,322.0,0,2.0,2,7.0,0,2,6.0
DE,10,3.0,1,1,29.0,5.0,1,422.0,1,2.0,3,8.0,0,2,1.0
DE,10,2.0,2,6,80.0,3.0,4,322.0,0,1.0,2,8.0,0,2,8.0
DE,10,10.0,2,2,27.0,7.0,3,720.0,1,4.0,1,9.0,0,2,1.0
DE,10,5.0,1,1,55.0,3.0,3,322.0,1,3.0,3,5.0,0,2,1.0
DE,10,3.0,2,2,17.0,2.0,1,213.0,1,3.0,4,5.0,0,1,2.0
DE,10,3.0,2,6,22.0,5.0,3,423.0,0,1.0,2,3.0,0,2,9.0
DE,10,7.0,1,2,51.0,5.0,3,520.0,1,3.0,4,7.0,0,2,1.0
DE,10,8.0,2,6,,7.0,1,720.0,0,1.0,4,8.0,0,2,5.0
DE,10,5.0,2,2,45.0,3.0,4,322.0,1,2.0,2,7.0,0,2,1.0
DE,10,2.0,1,9,,1.0,1,113.0,0,2.0,3,10.0,0,2,6.0
DE,10,5.0,2,1,57.0,3.0,4,322.0,1,3.0,3,0.0,0,2,1.0
DE,10,8.0,1,2,55.0,3.0,4,322.0,1,3.0,4,7.0,0,1,1.0
DE,10,1.0,2,1,67.0,5.0,2,423.0,0,2.0,3,8.0,0,2,9.0
DE,10,3.0,2,1,27.0,6.0,2,620.0,1,2.0,2,8.0,0,1,1.0
DE,10,7.0,2,1,34.0,5.0,4,423.0,1,4.0,2,3.0,0,2,1.0
DE,10,9.0,1,2,53.0,6.0,4,610.0,1,3.0,2,8.0,0,2,1.0
DE,10,6.0,1,2,82.0,6.0,3,610.0,0,2.0,4,5.0,0,1,6.0
DE,10,10.0,1,2,71.0,6.0,3,610.0,0,3.0,1,7.0,0,2,6.0
DE,10,9.0,1,2,54.0,5.0,3,520.0,1,2.0,2,9.0,0,2,1.0
DE,10,3.0,2,6,35.0,7.0,3,710.0,1,1.0,2,7.0,0,2,1.0
DE,10,4.0,2,2,50.0,2.0,3,212.0,1,3.0,5,0.0,0,2,1.0
